amount,previous_attempts,previous_successful_payments,previous_failed_payments,checkout_abandonment_minutes,hour_of_day,is_temporary_failure,failure_reason,recovered
5078,3,5,3,1,21,1,network_error,1
5000,2,2,0,30,15,1,temporary,1
5000,3,2,2,1,22,0,card_declined,0
9522,3,3,3,5,20,0,card_declined,0
5000,2,0,1,1,23,1,temporary,0
6193,2,3,0,30,4,0,checkout_abandoned,0
5000,1,1,1,2,17,0,card_declined,1
9624,3,2,0,5,14,1,network_error,0
7904,3,4,0,10,5,0,insufficient_funds,0
5000,3,2,0,10,4,0,card_declined,0
5000,3,1,0,30,9,0,insufficient_funds,0
13957,2,1,1,1,19,0,insufficient_funds,1
7283,1,3,1,0,11,0,checkout_abandoned,0
5000,3,1,3,0,6,0,card_declined,0
9467,2,2,1,0,13,1,network_error,0
5000,3,1,0,2,15,1,network_error,1
20181,3,1,2,0,14,0,checkout_abandoned,0
13685,1,3,2,0,14,0,card_declined,0
6567,2,0,2,5,9,0,card_declined,0
5751,2,4,2,1,8,0,card_declined,1
5000,2,2,2,0,9,0,card_declined,0
9686,1,3,1,2,21,1,temporary,1
5000,1,4,0,0,10,0,insufficient_funds,1
6220,2,2,1,0,21,1,temporary,0
11753,1,2,1,5,7,0,card_declined,1
5000,1,4,0,2,8,0,insufficient_funds,1
5000,1,2,0,5,8,0,checkout_abandoned,1
5000,3,1,0,0,8,1,temporary,1
5000,1,1,0,0,7,0,checkout_abandoned,0
5000,2,2,5,10,15,0,insufficient_funds,1
10196,1,3,0,5,23,0,insufficient_funds,0
29998,2,3,0,0,6,0,card_declined,0
20441,1,2,2,30,7,0,checkout_abandoned,0
5000,1,0,1,2,7,1,temporary,0
10146,2,3,0,0,5,0,card_declined,0
20375,3,2,1,0,0,0,checkout_abandoned,0
5000,1,2,0,2,0,0,card_declined,1
5439,2,3,1,0,2,0,checkout_abandoned,0
5000,3,3,0,0,3,0,card_declined,1
6417,2,1,1,1,15,0,insufficient_funds,1
5000,3,4,1,30,3,0,insufficient_funds,1
6000,1,0,0,1,7,0,insufficient_funds,1
5000,3,0,0,10,11,0,card_declined,0
8457,1,0,1,10,1,0,insufficient_funds,0
13691,2,2,1,10,11,1,network_error,1
5000,2,2,2,0,22,1,temporary,1
5000,1,0,2,30,0,1,temporary,1
5000,3,3,1,10,7,0,insufficient_funds,0
5000,3,2,2,10,2,0,card_declined,0
5000,1,2,1,0,5,1,network_error,0
5000,1,3,1,0,20,0,card_declined,0
7731,3,3,1,2,12,0,checkout_abandoned,1
5000,2,3,1,5,8,0,checkout_abandoned,1
5000,1,6,2,5,19,0,card_declined,1
5000,3,3,1,30,22,0,card_declined,0
14347,3,2,0,0,20,0,insufficient_funds,0
8981,2,3,1,0,12,0,insufficient_funds,1
5000,1,4,0,0,7,1,temporary,1
9128,1,2,1,2,12,1,network_error,1
5000,2,0,0,0,17,0,card_declined,1
5076,1,2,3,2,10,0,checkout_abandoned,1
5694,2,0,2,1,12,1,temporary,0
5000,1,3,1,0,18,0,insufficient_funds,1
7596,1,0,0,0,14,0,card_declined,1
5000,1,0,0,5,18,0,card_declined,1
8183,2,2,1,30,10,0,card_declined,0
8534,2,2,0,0,19,1,temporary,1
5000,2,3,1,0,4,0,insufficient_funds,0
16160,3,2,0,30,16,0,card_declined,0
5000,2,6,1,30,19,1,network_error,1
5000,1,5,1,30,10,1,temporary,1
13702,3,0,0,30,13,1,temporary,1
5000,3,2,1,0,14,1,network_error,0
5000,2,6,0,0,9,0,insufficient_funds,1
5000,1,5,1,5,11,1,network_error,1
13724,3,0,2,10,16,1,temporary,1
5000,3,3,0,10,17,0,checkout_abandoned,1
15199,2,2,1,30,10,0,checkout_abandoned,1
5000,1,1,1,30,21,0,insufficient_funds,0
5000,1,3,2,0,20,0,insufficient_funds,1
5000,1,1,0,0,17,0,insufficient_funds,1
5000,1,5,1,2,3,0,insufficient_funds,1
11686,1,0,0,0,9,0,checkout_abandoned,1
10223,2,0,0,10,0,0,checkout_abandoned,0
5000,1,3,0,10,22,1,network_error,1
5000,1,0,0,5,13,1,network_error,1
5000,3,4,0,0,7,1,temporary,1
17917,3,3,0,10,6,0,card_declined,1
5000,1,3,1,0,16,0,card_declined,0
24446,3,2,2,0,2,0,insufficient_funds,0
5000,3,3,1,2,8,0,insufficient_funds,0
5000,2,0,0,0,0,0,card_declined,1
5000,2,4,1,5,17,1,temporary,1
5000,2,3,0,5,18,0,insufficient_funds,0
5000,1,0,2,1,17,1,temporary,1
5403,2,0,1,0,23,0,checkout_abandoned,0
5000,3,4,0,0,11,1,temporary,1
5000,2,1,0,5,14,0,card_declined,0
5000,2,0,1,30,20,1,network_error,1
5000,1,1,0,1,18,0,checkout_abandoned,0
5000,3,4,1,30,11,1,temporary,1
5000,1,4,0,1,20,0,insufficient_funds,1
5000,3,2,2,0,18,0,checkout_abandoned,1
36350,1,3,0,30,19,0,insufficient_funds,1
5199,1,3,1,0,11,1,network_error,1
6281,1,3,1,5,7,1,network_error,1
5000,2,3,0,1,18,1,network_error,1
5000,3,2,0,2,0,1,network_error,1
6095,2,3,1,10,21,0,card_declined,0
5000,1,2,2,30,15,0,checkout_abandoned,1
12186,1,1,3,30,19,0,checkout_abandoned,0
5000,1,2,1,0,22,0,checkout_abandoned,0
5000,2,1,1,0,17,0,card_declined,0
5000,3,1,2,5,21,0,card_declined,0
5792,3,1,0,0,15,0,card_declined,0
5000,3,5,0,0,0,0,card_declined,1
5000,1,1,1,10,9,1,temporary,1
5000,2,0,1,2,21,1,network_error,1
5000,1,1,0,2,5,0,card_declined,1
7983,2,3,0,10,0,1,network_error,1
6237,2,1,0,5,10,1,temporary,0
5000,3,2,1,30,12,1,network_error,1
5000,2,3,0,0,11,0,checkout_abandoned,0
10900,1,0,3,1,20,0,checkout_abandoned,1
5000,2,1,4,1,4,1,temporary,0
5000,2,2,3,10,9,1,network_error,0
5457,2,3,1,10,14,0,checkout_abandoned,0
26811,1,2,0,0,16,0,card_declined,0
5000,2,4,0,30,20,1,network_error,1
10613,2,2,0,5,5,0,insufficient_funds,1
5000,3,0,1,0,21,0,insufficient_funds,0
6107,3,2,2,30,23,0,insufficient_funds,0
23743,1,5,0,0,23,1,network_error,1
8011,3,3,0,5,1,0,insufficient_funds,0
5829,1,8,1,30,8,1,network_error,1
5000,3,0,0,5,15,1,network_error,1
5069,2,0,0,2,6,0,checkout_abandoned,1
5000,3,3,0,10,0,1,network_error,0
5000,3,2,2,0,6,1,temporary,1
5000,2,1,1,0,1,0,card_declined,1
5993,2,2,4,5,17,0,insufficient_funds,0
5000,3,2,0,5,6,0,insufficient_funds,1
5000,2,1,1,0,15,1,network_error,1
5000,2,1,0,5,0,0,checkout_abandoned,1
7264,2,0,1,10,19,0,insufficient_funds,0
8478,2,0,0,2,4,0,card_declined,1
6196,1,1,1,0,5,0,insufficient_funds,0
12902,1,2,0,30,3,0,insufficient_funds,1
5366,3,0,0,0,1,0,card_declined,0
7273,2,0,0,1,21,0,checkout_abandoned,0
6659,2,3,1,2,22,1,network_error,1
5000,1,0,2,0,0,1,temporary,1
5000,3,1,0,0,6,0,card_declined,0
44988,2,1,1,10,14,1,network_error,1
5000,1,3,1,10,13,0,checkout_abandoned,1
5000,1,1,2,0,16,1,temporary,0
7585,2,2,0,2,21,0,insufficient_funds,0
6322,2,3,1,5,19,0,checkout_abandoned,1
5000,1,1,2,30,7,0,checkout_abandoned,1
15103,1,1,0,30,8,1,network_error,0
5000,1,3,0,0,8,0,checkout_abandoned,1
5000,1,3,2,10,4,0,card_declined,0
16135,3,0,0,0,13,1,temporary,0
9188,2,1,1,5,2,0,card_declined,1
5000,2,2,3,2,2,0,insufficient_funds,1
29061,1,4,1,30,3,0,insufficient_funds,1
9497,2,1,0,2,17,1,network_error,0
5000,3,1,0,1,12,1,network_error,1
24106,3,2,0,2,7,0,insufficient_funds,0
5763,2,2,2,0,14,1,temporary,0
5000,1,4,1,0,17,0,checkout_abandoned,1
5000,2,2,0,5,18,1,network_error,1
8794,1,1,0,1,11,0,card_declined,1
7915,1,0,2,5,19,0,card_declined,0
5000,3,2,2,1,7,1,network_error,1
5000,3,1,0,10,20,0,card_declined,1
5596,3,2,1,0,4,0,insufficient_funds,1
5000,2,1,0,1,3,1,network_error,1
5000,3,2,1,0,18,0,checkout_abandoned,0
5000,2,3,0,0,17,1,temporary,0
8648,1,0,0,0,21,0,card_declined,0
5000,1,3,0,0,1,1,temporary,1
6035,1,3,1,0,21,1,network_error,1
5000,3,2,1,0,21,0,checkout_abandoned,1
18183,1,1,0,1,13,0,card_declined,1
5000,3,1,0,10,12,1,temporary,1
9504,3,3,2,10,3,0,insufficient_funds,1
5000,2,1,0,2,15,1,network_error,1
5506,3,1,0,2,18,1,temporary,0
10268,1,1,0,0,14,1,temporary,1
5000,2,0,0,0,5,0,card_declined,1
13313,1,1,1,0,13,1,temporary,0
5000,1,2,0,1,3,0,insufficient_funds,1
6598,1,4,1,0,12,0,insufficient_funds,0
12365,3,3,1,0,21,0,checkout_abandoned,0
9509,3,1,1,1,22,0,checkout_abandoned,0
33404,3,3,1,0,17,0,checkout_abandoned,0
5000,3,2,0,10,8,1,network_error,0
5000,3,3,0,10,8,1,network_error,0
5000,3,1,1,30,18,0,insufficient_funds,1
9513,1,2,1,0,0,0,card_declined,0
8086,3,1,1,2,8,0,insufficient_funds,0
5443,3,1,1,10,13,0,checkout_abandoned,0
5000,1,3,1,1,1,0,insufficient_funds,0
10581,1,0,1,30,19,0,card_declined,1
5000,3,0,1,0,9,0,checkout_abandoned,1
15661,3,1,1,0,20,0,card_declined,1
85599,1,0,0,2,3,1,temporary,1
7090,1,2,0,0,0,1,temporary,1
8805,2,1,1,2,10,1,temporary,1
5000,1,3,1,10,23,1,temporary,1
5000,3,2,0,0,1,0,card_declined,0
5000,2,2,1,5,3,0,card_declined,0
5000,1,5,1,0,18,0,card_declined,0
5000,3,0,0,0,2,1,network_error,0
27511,3,2,1,10,14,1,network_error,1
6456,3,2,0,2,1,0,card_declined,1
7184,3,2,0,5,0,0,checkout_abandoned,0
5000,1,1,0,0,9,0,insufficient_funds,1
5000,3,3,0,1,15,1,temporary,1
12894,3,4,2,10,14,1,network_error,1
5000,3,0,0,2,22,0,checkout_abandoned,0
8355,1,0,0,0,1,0,checkout_abandoned,1
5000,2,2,0,2,1,0,card_declined,1
5000,3,1,1,0,18,1,network_error,0
5000,1,4,3,0,8,0,checkout_abandoned,1
5000,2,0,0,30,5,0,checkout_abandoned,1
5000,3,1,2,10,21,1,network_error,1
5200,3,2,0,10,7,1,temporary,0
5000,2,1,0,0,0,0,card_declined,1
5000,3,3,0,30,0,0,insufficient_funds,1
5186,3,5,0,0,22,0,insufficient_funds,0
5000,3,4,1,0,3,0,checkout_abandoned,0
5000,1,2,1,2,23,0,card_declined,1
7385,1,2,2,1,4,0,checkout_abandoned,0
7237,1,2,1,1,9,0,checkout_abandoned,1
5000,2,1,1,10,1,1,temporary,1
5758,2,2,1,2,11,0,card_declined,1
13662,1,6,0,0,23,1,temporary,1
10690,3,2,0,30,23,1,temporary,0
5000,1,1,0,5,8,1,temporary,1
5000,3,3,1,0,1,0,insufficient_funds,1
5000,2,0,1,0,16,0,checkout_abandoned,0
7846,3,3,2,0,7,0,card_declined,0
5973,1,3,0,0,20,0,checkout_abandoned,1
9222,1,3,0,0,1,0,insufficient_funds,1
5607,3,2,3,30,2,1,temporary,0
11145,2,4,0,0,17,1,network_error,1
5402,2,1,0,30,15,0,insufficient_funds,0
10771,1,2,1,10,15,0,insufficient_funds,0
11740,3,3,2,0,13,0,insufficient_funds,0
5000,1,3,1,1,20,0,insufficient_funds,1
5000,3,2,0,0,16,0,insufficient_funds,0
23005,2,3,0,0,4,0,checkout_abandoned,1
6352,1,3,1,0,19,0,card_declined,0
5000,2,2,0,5,13,1,network_error,0
5000,2,4,0,0,4,1,temporary,1
10634,2,1,0,10,17,1,network_error,0
5000,3,1,1,5,16,0,card_declined,0
5000,2,2,1,30,6,0,card_declined,0
19947,2,2,1,2,4,1,temporary,1
5000,2,2,0,1,21,0,insufficient_funds,1
5000,1,2,1,5,20,1,network_error,1
6071,3,3,2,5,4,0,card_declined,0
7262,1,5,1,0,16,0,insufficient_funds,1
8073,1,0,1,0,2,0,checkout_abandoned,0
12224,1,3,2,5,21,0,card_declined,1
5994,2,1,0,10,6,0,checkout_abandoned,1
8017,2,4,0,2,4,0,insufficient_funds,1
5000,3,2,0,30,19,0,checkout_abandoned,0
5232,3,2,1,2,23,0,card_declined,0
5472,3,3,1,5,17,1,temporary,1
6094,1,4,0,0,21,1,network_error,1
10641,3,3,2,5,21,1,network_error,0
8562,1,0,0,0,7,1,network_error,0
5136,1,2,1,5,14,1,network_error,1
5000,2,3,0,1,16,0,card_declined,0
5258,2,1,0,2,22,0,checkout_abandoned,1
5000,1,0,1,30,12,1,temporary,1
5962,3,0,0,1,13,0,insufficient_funds,1
44646,1,0,1,5,19,0,card_declined,0
5000,2,1,1,5,22,1,temporary,0
7497,2,1,1,0,1,0,insufficient_funds,0
14306,2,0,0,30,20,0,card_declined,0
5420,2,0,0,2,9,0,insufficient_funds,1
50911,3,1,1,5,11,0,checkout_abandoned,1
5000,2,1,1,0,10,1,temporary,1
6795,1,2,0,0,0,1,network_error,1
5000,3,2,0,30,13,1,temporary,0
5000,3,6,0,2,23,0,card_declined,1
6303,1,3,1,0,17,0,checkout_abandoned,1
11456,3,3,1,2,11,0,insufficient_funds,0
6762,2,1,0,10,0,0,card_declined,1
17311,1,2,0,0,17,1,temporary,1
5000,1,1,0,0,16,1,network_error,0
5000,3,2,1,1,10,0,card_declined,0
73422,1,2,2,1,8,0,card_declined,0
7289,2,6,1,0,8,0,checkout_abandoned,1
5000,3,0,1,0,5,1,network_error,0
5000,3,2,1,2,8,1,temporary,1
5000,2,1,1,2,3,0,card_declined,1
12538,3,1,2,0,8,0,insufficient_funds,0
5000,1,1,2,5,22,1,network_error,1
5582,3,3,1,0,13,0,checkout_abandoned,1
5000,1,2,1,30,13,0,insufficient_funds,1
10213,1,2,4,30,19,0,card_declined,0
5000,3,0,0,2,21,0,checkout_abandoned,0
5000,3,2,2,0,13,1,network_error,0
6150,3,2,0,0,8,0,checkout_abandoned,0
8963,3,4,0,0,12,0,insufficient_funds,0
6853,1,2,3,1,20,1,temporary,1
5000,2,1,0,0,7,1,network_error,0
9676,3,4,0,10,23,0,insufficient_funds,0
5000,2,2,3,2,11,1,network_error,1
5000,1,0,3,0,17,0,checkout_abandoned,0
5000,1,2,1,30,4,1,network_error,1
18054,3,1,0,30,23,0,checkout_abandoned,0
9259,3,3,3,5,17,0,checkout_abandoned,0
9000,1,2,1,0,21,1,temporary,0
17106,1,4,2,30,18,0,insufficient_funds,1
81850,2,0,1,5,10,0,insufficient_funds,0
5000,1,2,1,0,5,1,temporary,0
5000,3,4,3,0,19,0,insufficient_funds,1
5000,3,4,1,0,13,1,network_error,1
5000,2,1,1,5,5,0,checkout_abandoned,0
5000,3,4,0,30,6,0,checkout_abandoned,0
5000,1,2,0,0,4,1,temporary,0
5000,3,3,1,0,23,0,checkout_abandoned,1
6870,2,3,1,5,16,0,checkout_abandoned,0
5175,2,2,0,1,7,1,network_error,1
7950,1,0,0,0,5,0,checkout_abandoned,1
8165,1,1,1,1,20,0,insufficient_funds,1
8982,1,4,1,0,17,0,card_declined,0
5000,2,1,1,30,16,1,temporary,0
40992,1,1,0,10,1,0,card_declined,0
6213,1,2,0,1,23,1,temporary,1
5000,2,0,0,10,10,1,network_error,1
5000,3,2,0,30,17,0,checkout_abandoned,0
5000,1,1,2,0,4,1,temporary,0
5000,2,1,1,2,14,0,card_declined,0
5000,3,2,1,0,2,0,checkout_abandoned,0
5000,2,1,0,0,11,1,temporary,1
36714,1,4,1,5,5,1,temporary,1
8509,1,1,0,0,11,0,card_declined,0
10158,3,2,3,30,20,0,card_declined,0
5000,2,1,0,1,0,0,card_declined,1
5000,1,3,2,10,11,1,network_error,0
5099,3,0,0,0,23,0,checkout_abandoned,0
5843,3,1,2,10,23,1,temporary,0
5000,3,1,1,0,13,1,temporary,1
5000,1,6,0,5,15,1,network_error,0
5000,1,2,1,2,14,0,insufficient_funds,1
5000,1,2,0,2,10,1,temporary,1
5000,1,0,1,2,4,0,insufficient_funds,0
5000,2,1,3,1,19,1,network_error,1
5000,2,3,3,1,10,0,insufficient_funds,0
5381,3,5,1,30,20,1,network_error,0
8998,1,3,0,30,5,0,insufficient_funds,1
14484,3,2,1,2,4,1,temporary,1
5000,3,3,0,0,5,0,insufficient_funds,1
5000,1,2,1,0,15,1,temporary,1
7613,2,5,3,30,13,0,card_declined,0
9052,2,2,1,0,15,0,insufficient_funds,1
5000,1,1,1,5,5,1,temporary,1
10833,1,3,1,5,8,0,checkout_abandoned,1
13089,3,0,1,10,15,0,checkout_abandoned,0
17884,3,1,0,0,12,0,insufficient_funds,1
29094,2,3,0,5,9,1,network_error,0
5000,1,2,2,1,7,0,insufficient_funds,1
5000,1,5,0,0,9,1,network_error,0
5000,3,2,0,5,6,0,insufficient_funds,1
5000,2,3,1,10,16,1,temporary,1
5000,2,1,2,2,3,0,insufficient_funds,0
5000,1,0,3,10,16,1,network_error,0
5392,3,0,2,2,1,0,card_declined,0
5000,2,1,0,10,9,1,network_error,1
5356,2,2,1,10,11,1,network_error,0
5000,3,1,0,10,22,1,network_error,0
5000,2,0,1,5,15,0,checkout_abandoned,0
6212,3,2,0,0,7,0,card_declined,0
5715,2,3,0,30,8,0,insufficient_funds,0
8771,2,2,1,30,17,0,insufficient_funds,1
43733,3,2,1,5,20,0,insufficient_funds,0
6485,2,2,0,30,19,0,checkout_abandoned,1
7983,3,6,0,0,21,1,temporary,1
5000,1,1,0,30,5,0,card_declined,0
5000,3,3,0,0,11,0,checkout_abandoned,0
23928,2,1,0,5,11,0,checkout_abandoned,1
5000,1,1,1,2,10,0,card_declined,1
5000,1,4,2,10,0,1,temporary,0
5000,3,2,1,2,5,1,network_error,1
5000,2,2,1,2,7,1,network_error,0
5000,3,2,1,0,9,1,network_error,1
5000,1,2,2,1,6,1,temporary,1
16804,1,4,0,0,8,0,checkout_abandoned,1
5000,3,3,0,30,18,0,card_declined,0
5000,2,3,2,2,7,1,network_error,1
12614,3,0,1,0,5,0,checkout_abandoned,0
8040,3,2,1,0,11,0,checkout_abandoned,1
5000,2,2,0,10,0,1,network_error,0
5000,3,5,0,2,5,1,temporary,1
5000,3,3,1,1,0,0,insufficient_funds,0
5000,1,2,0,0,1,0,checkout_abandoned,1
15766,1,1,0,0,18,0,insufficient_funds,1
5000,1,1,3,2,0,0,checkout_abandoned,1
5000,3,4,1,2,3,1,temporary,1
9654,1,1,1,2,4,1,temporary,1
5000,1,0,0,5,15,0,card_declined,1
13818,2,0,1,30,7,0,card_declined,1
5000,1,1,2,0,4,1,temporary,1
6849,1,1,0,5,17,1,temporary,1
6289,3,0,1,10,5,1,network_error,1
14538,3,3,1,1,22,0,insufficient_funds,0
8526,2,0,1,1,19,0,checkout_abandoned,0
5000,3,2,1,2,21,0,checkout_abandoned,1
5000,2,2,0,5,16,1,network_error,1
5643,2,4,1,0,6,1,network_error,1
5000,2,3,0,0,15,0,checkout_abandoned,1
7923,3,1,1,0,18,1,temporary,0
10822,1,4,0,0,22,0,insufficient_funds,1
9031,2,2,0,30,1,1,temporary,0
5000,1,1,1,0,20,1,network_error,0
5000,3,3,2,5,19,1,temporary,1
5000,2,2,1,0,20,0,card_declined,1
7452,1,1,1,2,4,1,temporary,1
5000,2,4,1,10,3,0,insufficient_funds,0
9239,2,1,1,0,15,0,card_declined,0
12190,1,1,1,1,3,0,insufficient_funds,1
5579,3,7,1,1,4,0,insufficient_funds,1
5000,2,0,0,10,23,0,card_declined,0
5000,1,3,0,2,21,0,card_declined,1
32408,2,2,0,5,13,1,network_error,1
5000,2,3,1,2,15,0,insufficient_funds,0
5000,2,2,0,0,13,0,checkout_abandoned,1
16903,1,2,1,2,17,1,temporary,0
5000,3,2,1,30,12,1,temporary,1
14837,2,1,1,1,14,0,insufficient_funds,0
6483,2,4,0,10,17,0,insufficient_funds,1
7774,3,4,2,5,19,0,card_declined,0
7065,2,4,0,0,14,1,temporary,1
9872,1,0,0,0,17,0,card_declined,1
47926,2,2,0,2,3,0,card_declined,0
12977,2,2,2,0,1,0,insufficient_funds,0
5000,1,3,0,1,2,1,temporary,0
7682,1,2,1,1,17,0,card_declined,1
15390,1,3,2,1,7,1,temporary,1
16361,3,1,1,5,18,0,checkout_abandoned,1
5000,1,2,1,0,20,1,temporary,1
15755,2,0,1,0,16,0,card_declined,0
12428,3,1,0,1,9,0,checkout_abandoned,0
64377,2,3,0,10,2,1,network_error,1
5000,1,0,2,0,20,1,temporary,0
5000,3,3,0,10,8,0,insufficient_funds,1
5000,2,0,0,1,13,1,network_error,1
5000,1,2,1,0,17,0,insufficient_funds,1
5000,2,0,2,2,22,0,card_declined,0
5000,1,0,0,1,12,1,network_error,1
5000,2,2,1,5,21,1,temporary,1
7110,1,1,1,5,17,1,network_error,1
5000,3,2,1,0,9,0,checkout_abandoned,0
34043,3,0,1,0,8,0,checkout_abandoned,0
5000,3,1,1,0,13,1,temporary,1
17872,3,1,1,5,17,1,temporary,0
6383,1,4,3,1,17,0,checkout_abandoned,0
11230,1,4,1,1,17,0,checkout_abandoned,1
6497,3,3,0,1,1,1,temporary,0
19317,2,5,1,0,10,0,card_declined,0
5197,2,1,0,2,3,0,card_declined,0
8071,3,1,1,0,0,0,checkout_abandoned,1
7089,2,5,1,2,17,0,insufficient_funds,1
5000,3,3,1,0,23,0,insufficient_funds,0
7368,3,0,2,0,21,1,temporary,0
45907,1,4,1,30,20,0,insufficient_funds,0
5000,3,3,1,5,7,0,checkout_abandoned,1
7476,1,2,0,30,3,0,card_declined,1
17288,1,1,0,1,9,0,card_declined,1
15371,3,2,1,5,10,1,network_error,1
5000,3,1,2,1,20,0,card_declined,1
5000,1,6,0,5,7,1,network_error,1
8239,2,5,0,2,6,1,temporary,1
5000,2,1,0,0,23,0,checkout_abandoned,0
21374,2,3,0,2,22,1,network_error,1
5822,3,2,2,0,17,1,temporary,1
13355,1,1,0,2,3,0,insufficient_funds,1
5000,3,4,4,0,13,1,temporary,1
5000,1,7,1,10,6,1,temporary,1
6378,1,1,0,2,3,0,card_declined,1
5000,2,2,1,1,0,1,network_error,1
5000,1,1,2,30,7,0,insufficient_funds,0
5348,2,2,0,30,2,1,network_error,0
78232,2,5,0,0,2,1,temporary,1
11322,2,2,1,30,6,1,network_error,0
14037,1,5,0,1,11,1,network_error,1
11429,3,0,0,0,15,1,network_error,1
21578,1,0,3,30,20,0,card_declined,1
5000,1,2,1,30,4,1,temporary,0
5000,2,1,1,10,18,0,insufficient_funds,0
5000,3,2,1,1,22,1,temporary,0
11067,2,0,2,2,18,0,insufficient_funds,0
5000,3,3,1,30,8,0,card_declined,0
5000,3,3,1,0,7,1,temporary,0
5000,3,0,1,30,12,0,card_declined,0
22071,1,4,1,30,19,0,checkout_abandoned,1
10398,3,0,3,1,15,0,checkout_abandoned,0
9428,1,0,3,0,10,0,insufficient_funds,0
9150,3,2,1,0,3,0,card_declined,0
5000,3,0,1,0,16,0,insufficient_funds,0
5988,1,0,0,5,16,0,card_declined,0
5000,1,2,0,0,12,1,network_error,0
5000,3,3,1,0,2,1,temporary,0
5710,1,3,1,2,10,0,card_declined,1
6795,3,1,0,5,19,0,insufficient_funds,1
16469,2,0,2,0,22,0,checkout_abandoned,0
23655,2,2,0,1,11,0,card_declined,1
23623,3,1,3,0,20,0,insufficient_funds,0
5000,1,2,0,2,2,0,insufficient_funds,1
5000,2,7,3,0,1,1,network_error,1
7945,3,1,0,1,16,1,temporary,1
61815,1,1,3,0,23,0,card_declined,0
21592,1,4,1,10,1,0,insufficient_funds,1
15053,1,1,0,0,3,1,temporary,0
5000,2,2,0,2,23,0,insufficient_funds,1
5000,1,2,0,5,22,0,card_declined,1
10817,1,1,1,5,10,1,network_error,1
5000,3,1,1,0,1,0,card_declined,0
5000,2,3,0,10,9,0,card_declined,1
5000,2,3,2,5,16,0,insufficient_funds,1
24171,2,6,1,10,7,1,temporary,0
5000,3,4,1,5,7,0,checkout_abandoned,0
5000,2,3,1,2,10,1,network_error,1
8139,2,3,2,5,10,0,checkout_abandoned,1
5000,3,1,1,0,18,1,temporary,1
5128,1,5,2,0,11,1,network_error,1
5000,2,0,0,0,12,1,network_error,1
5000,3,4,1,1,9,1,temporary,1
10832,2,4,1,2,15,1,temporary,0
5000,3,3,0,5,16,1,temporary,1
5000,3,1,0,0,1,0,checkout_abandoned,0
9740,2,3,2,0,0,1,temporary,0
5000,3,3,1,10,20,0,insufficient_funds,0
5000,1,1,0,10,1,1,temporary,1
9590,1,0,0,0,12,0,checkout_abandoned,0
15109,3,2,1,0,20,1,network_error,1
5000,1,2,0,0,12,0,checkout_abandoned,1
5000,2,5,1,0,2,0,card_declined,0
9956,2,3,1,5,6,0,card_declined,1
5000,2,3,1,5,3,0,card_declined,1
6692,3,2,1,5,1,0,insufficient_funds,1
5000,1,2,1,0,8,1,network_error,1
5000,2,6,1,1,8,0,card_declined,1
5000,1,0,0,1,15,1,network_error,1
5000,1,4,2,10,19,0,insufficient_funds,1
5000,1,2,2,30,13,0,checkout_abandoned,0
8854,3,4,1,30,13,0,card_declined,0
5000,1,1,0,0,19,0,insufficient_funds,0
13097,3,1,0,0,6,0,insufficient_funds,0
6510,2,1,1,0,11,0,card_declined,1
5000,2,2,1,30,14,1,network_error,1
5000,3,3,0,30,19,0,checkout_abandoned,1
5000,3,1,2,2,8,0,insufficient_funds,1
6573,1,4,1,0,12,1,temporary,1
5000,3,1,1,1,5,0,card_declined,0
5000,3,2,2,5,7,0,card_declined,1
5000,3,0,1,10,17,1,network_error,0
5000,1,4,0,10,20,0,insufficient_funds,1
23758,2,2,0,10,4,0,insufficient_funds,0
5000,2,0,2,0,23,0,card_declined,0
5000,2,3,2,5,14,1,network_error,1
14912,2,1,1,30,23,1,network_error,0
19087,2,1,1,1,17,0,insufficient_funds,1
5000,2,5,0,2,3,0,checkout_abandoned,1
5000,2,1,0,0,1,0,insufficient_funds,1
9101,3,2,0,10,21,1,temporary,0
5000,3,3,0,0,16,0,insufficient_funds,1
5000,1,4,1,30,20,0,card_declined,1
5000,2,5,2,2,0,0,insufficient_funds,1
23153,3,1,2,0,3,1,network_error,1
5000,2,1,0,2,19,0,card_declined,0
5436,3,2,0,0,20,0,card_declined,1
15272,1,1,1,30,6,0,insufficient_funds,0
40412,2,2,2,1,23,0,checkout_abandoned,1
5000,3,2,0,1,3,0,checkout_abandoned,0
5000,3,3,1,1,7,1,temporary,1
30395,2,3,2,5,3,1,temporary,0
5000,2,6,1,10,13,0,checkout_abandoned,1
13733,2,0,0,5,10,0,insufficient_funds,0
5000,3,1,0,0,14,1,network_error,0
5445,2,3,0,5,6,1,temporary,1
5000,1,4,0,5,12,1,temporary,1
5000,1,1,0,30,11,0,card_declined,0
5000,2,1,0,0,6,1,network_error,1
6479,3,1,0,10,20,1,temporary,0
13300,2,0,3,30,20,0,checkout_abandoned,0
5000,3,2,1,0,2,0,insufficient_funds,1
5271,3,0,1,30,7,0,card_declined,0
8700,2,1,1,10,6,1,temporary,0
5000,3,1,0,10,6,1,temporary,1
10297,2,2,0,30,2,0,insufficient_funds,0
11151,2,7,1,0,9,1,network_error,1
66411,3,2,0,0,15,0,card_declined,0
5000,2,1,3,2,8,0,checkout_abandoned,0
5000,2,1,2,2,14,1,network_error,0
10603,2,1,0,10,1,0,checkout_abandoned,0
11148,3,1,1,2,20,0,checkout_abandoned,1
5000,1,1,2,0,12,0,card_declined,0
